,text,sentiment
119,"['eiger', 'glacier', 'eigergletsch', 'swiss', 'alp', 'yearsth', 'repeat', 'photo', 'show', 'global', 'warm', 'ha', 'also', 'affect', 'eiger', 'glacier', 'see', 'eiger', 'glacier', 'swiss', 'glacier', 'climat', 'chang']",1
120,"['go', 'live', 'climat', 'chang', 'webinarmeet', 'intern', 'organ', 'webinar', 'climat', 'chang', 'global', 'warm', 'host', 'decemb', 'gmjoin', 'us', 'hour', 'insight', 'expertsclimatechangewebinar', 'globalwarmingwebinar']",1
121,"['curv', 'coclim', 'changecop', 'global', 'warmingsmaphon', 'charger', 'solar', 'panel', 'set', 'ground', 'wan', 'na', 'curv', 'co', 'possibleaslw']",1
122,"['becom', 'stimul', 'work', 'peak', 'abil', 'solv', 'issu', 'climat', 'chang', 'global', 'warm', 'weav', 'sustain', 'educ', 'drtammisinha', 'explor', 'question', 'event', 'rd', 'sept', 'uow']",1
123,"['nmsaint', 'justthenew', 'anyth', 'prove', 'climat', 'chang', 'lie', 'thi', 'abcnew', 'abc', 'fake', 'global', 'warm', 'scare', 'said', 'nyc', 'would', 'underwat']",-1
124,"['peopl', 'take', 'side', 'climat', 'chang', 'long', 'warm', 'global', 'could', 'perspect', 'help', 'unifi', 'criteria', 'diegofdezsevillawordpress', 'comjun', 'climat', 'data', 'drink', 'sourc', 'diego', 'fdezsevilla', 'phd', 'regist']",0
125,"['fyiskytv', 'skynew', 'skytv', 'last', 'week', 'pontif', 'global', 'warm', 'climat', 'changethi', 'week', 'jet', 'half', 'way', 'around', 'world', 'film', 'crew', 'archiv', 'footag', 'could', 'usedclim', 'chang', 'hypocrit']",0
126,"['ice', 'sheet', 'greenland', 'antarctica', 'whose', 'melt', 'rate', 'rapidli', 'increas', 'rais', 'global', 'sea', 'level', 'cm', 'sinc', 'match', 'intergovernment', 'panel', 'climat', 'chang', 'worstcas', 'climat', 'warm', 'scenario']",1
127,"['price', 'would', 'pay', 'emiss', 'one', 'tonn', 'co', 'cover', 'cost', 'use', 'climat', 'model', 'calcul', 'impact', 'addit', 'co', 'emiss', 'global', 'warm', 'climat', 'chang', 'could', 'answer']",1
128,"['sundaythought', 'climat', 'chang', 'global', 'warm']",0
129,"['coral', 'reef', 'among', 'threaten', 'ecosystem', 'earth', 'larg', 'due', 'unpreced', 'global', 'warm', 'climat', 'changeslearn', 'measur', 'take', 'ensur', 'surviv', 'issu', 'brief', 'iucnocean']",1
130,"['rnc', 'rnc', 'climat', 'chang', 'amp', 'global', 'warm', 'hurrican', 'fire', 'scienc', 'say', 'climat', 'chang', 'rnc', 'refus', 'believ', 'via']",1
131,"['climat', 'chang', 'amp', 'global', 'warm', 'via', 'youtub', 'climatechang', 'climat', 'globalwarm', 'climateconciousnetwork', 'contact', 'climat', 'consciou', 'network', 'websit', 'email', 'climateconsciousnetworkgmailcom']",1
132,"['child', 'gunjur', 'motiv', 'grow', 'tree', 'differ', 'seedl', 'protect', 'gener', 'yet', 'unborn', 'global', 'warm', 'climat', 'chang', 'impact', 'end', 'climateemerg']",1
133,"['despit', 'pandem', 'suppofor', 'action', 'curb', 'climat', 'chang', 'ha', 'diminish', 'back', 'govern', 'deal', 'global', 'warm', 'percent', 'may', 'wa', 'level', 'accord', 'survey', 'issu', 'monday', 'jswatz']",1
134,"['check', 'climat', 'chang', 'global', 'warm', 'fact', 'faith', 'base', 'decis', 'book', 'andrew', 'farley', 'katharin', 'hayho', 'pdf', 'download', 'climat', 'climatechang', 'environ', 'natur', 'globalwarm', 'climatecrisi', 'climateact', 'savetheplanet', 'earth']",1
135,"['although', 'temporari', 'chang', 'help', 'need', 'reduc', 'co', 'perman', 'make', 'dent', 'global', 'warm', 'said', 'prof', 'pier', 'forster', 'univers', 'leed', 'climat', 'pandem']",0
136,"['link', 'climat', 'chang', 'bigger', 'fire', 'inextric', 'temperatur', 'two', 'three', 'degre', 'f', 'warmer', 'wouldv', 'without', 'global', 'warm', 'kendrawrit', 'jswatz', 'protect', 'west', 'climat', 'demand', 'cleanercar']",1
137,"['climat', 'chang', 'global', 'warm', 'biggest', 'problem', 'consid', 'millennialsw', 'know', 'prioritiesclim', 'climatecrisi', 'globalwarm', 'sustain', 'renewableenergi', 'climatechang']",1
138,"['due', 'covid', 'pandem', 'impact', 'onli', 'first', 'section', 'ipcc', 'repoon', 'scienc', 'global', 'warm', 'readi', 'glasgow', 'cop', 'novemb', 'two', 'section', 'climat', 'chang', 'impact', 'amp', 'way', 'cut', 'ghg', 'emiss', 'amp', 'ipcc', 'synthesi', 'repowil', 'follow', 'onli']",1
139,"['main', 'greenhous', 'ga', 'count', 'airpollut', 'becaus', 'doe', 'appear', 'affect', 'health', 'howev', 'link', 'climat', 'chang', 'amp', 'global', 'warm', 'atmospher', 'concentr', 'pollut', 'air']",1
140,"['question', 'asegun', 'henri', 'five', 'grand', 'thermal', 'challeng', 'stem', 'tide', 'global', 'warm', 'mission', 'save', 'human', 'extinct', 'due', 'climat', 'chang', 'say', 'mit', 'professor', 'mit', 'kthresearch', 'gretathunberg', 'leodicaprio', 'algor', 'climat']",2
141,"['new', 'research', 'reveal', 'effect', 'global', 'warm', 'greenland', 'ice', 'melt', 'high', 'sensit', 'polar', 'region', 'climat', 'chang', 'via', 'physorgcom', 'climat', 'scienc', 'scichat', 'environ']",2
142,"['climat', 'jc', 'role', 'tropic', 'midlatitud', 'polar', 'cloudradi', 'chang', 'midlatitud', 'circul', 'respons', 'global', 'warm']",1
143,"['make', 'seedbom', 'udbhava', 'plantat', 'environ', 'climat', 'chang', 'globalwarm']",1
144,"['climat', 'chang', 'pois', 'thaw', 'undermin', 'soil', 'beneath', 'conocophillip', 'propos', 'willow', 'oil', 'drill', 'project', 'alaska', 'north', 'slope', 'make', 'rig', 'road', 'vulner', 'global', 'warm', 'project', 'aggrav']",1
145,"['covid', 'crisi', 'present', 'opportun', 'chang', 'cours', 'make', 'break', 'moment', 'global', 'climat', 'target', 'world', 'could', 'avoid', 'c', 'global', 'warm', 'govern', 'invest', 'green', 'recoveri', 'buildbackbett', 'read', 'carbonbrief']",1
146,"['prafullsundriy', 'talk', 'global', 'warm', 'climat', 'chang', 'student', 'hillman', 'school', 'agra', 'humbl', 'attempt', 'take', 'climat', 'discours', 'school', 'happi', 'independ', 'day', 'sustain', 'climatechang', 'globalwarm', 'indianindependenceday', 'environ']",1
147,"['climat', 'jc', 'season', 'depend', 'tropic', 'precipit', 'chang', 'global', 'warm']",0
148,"['natur', 'belov', 'sun', 'children', 'book', 'icemelt', 'normal', 'global', 'warm', 'happen', 'climat', 'chang', 'normal', 'michaelchrichton', 'stateoffear']",1
149,"['littleknown', 'verifi', 'climat', 'chang', 'fact', 'global', 'warm', 'primarili', 'higher', 'nighttim', 'low', 'especi', 'winter', 'near', 'polesclim', 'climatechang', 'climateemerg', 'climatecrisi', 'netzero', 'climateact', 'climateangst', 'carbon', 'detail']",1
150,"['amerikanern', 'har', 'funnet', 'ut', 'det', 'finn', 'fiktiv', 'kriser', 'og', 'finn', 'det', 'virkelig', 'kriser', 'exclus', 'poll', 'amid', 'covid', 'american', 'dont', 'care', 'climat', 'chang', 'anymor', 'global', 'warm', 'polici', 'forum', 'gwpf']",0
151,"['exclus', 'poll', 'amid', 'covid', 'american', 'dont', 'care', 'climat', 'chang', 'anymor', 'global', 'warm', 'polici', 'forum', 'gwpf']",0
152,"['desert', 'turn', 'desert', 'forest', 'climat', 'chang', 'co', 'global', 'warm', 'forest']",1
153,"['global', 'warm', 'climat', 'chang', 'made', 'number', 'raini', 'day', 'decreas', 'intens', 'rainfal', 'ha', 'increas', 'india', 'countri', 'depend', 'upon', 'monsoon', 'agricultur', 'sectorenviron', 'climatecrisi', 'climatechang', 'monsoon']",1
154,"['climat', 'news', 'analyz', 'marin', 'ecosystem', 'year', 'ago', 'anticip', 'chang', 'caus', 'global', 'warm']",0
155,"['global', 'warm', 'climat', 'chang']",0
156,"['swagatadam', 'due', 'warm', 'weather', 'last', 'day', 'whi', 'huge', 'lightn', 'thunder', 'develop', 'cloud', 'climat', 'chang', 'global', 'warm', 'mumbai', 'rain']",1
157,"['zaninmoreira', 'laczaru', 'planetdnow', 'thrack', 'world', 'gover', 'solut', 'big', 'compani', 'end', 'injustic', 'climat', 'chang', 'global', 'warmingpl', 'vote', 'realdonaldtrump', 'like', 'monkey', 'cage', 'test', 'purpos', 'go', 'wrong', 'make', 'wrong', 'decis', 'look', 'wuhanviru']",1
158,"['world', 'brace', 'impact', 'global', 'warm', 'vital', 'ever', 'accur', 'detail', 'pictur', 'exactli', 'climat', 'changeclim', 'climatechang', 'environ', 'world', 'uk', 'savetheplanet', 'globalwarm']",1
159,"['climat', 'chang', 'climatechang', 'scienc', 'histori', 'global', 'warm', 'globalwarm', 'earth', 'earth', 'climat', 'chang', 'natur', 'whi', 'thing', 'differ', 'via', 'quantamagazin']",1
160,"['wait', 'late', 'fight', 'climat', 'chang', 'need', 'stop', 'global', 'warm', 'longer', 'wait', 'drive', 'chang', 'cost', 'capit', 'speci', 'extinct', 'health', 'climatechang', 'climateact', 'climat', 'visit']",1
161,"['go', 'live', 'climat', 'chang', 'webinarmeet', 'intern', 'organ', 'webinar', 'climat', 'chang', 'global', 'warm', 'host', 'decemb', 'gmjoin', 'us', 'hour', 'insight', 'expert']",1
162,"['price', 'tag', 'climat', 'chang', 'us', 'b', 'per', 'yr', 'thi', 'make', 'chang', 'human', 'need', 'adapt', 'warm', 'world', 'less', 'global', 'gdp', 'talk', 'tomrafteri', 'scmatsap', 'supplychain', 'sustain', 'climat']",1
163,"['environmentenvironmentalimpactclimateclimatesciencepollutiongreenhousegassesglobalwarm', 'manmad', 'global', 'warm', 'ha', 'shohistori', 'long', 'futur', 'natur', 'balanc', 'gase', 'atmospher', 'began', 'chang', 'industri', 'revolut', 'last']",1
164,"['gao', 'repotrump', 'admin', 'underestim', 'damag', 'greenhous', 'emiss', 'enabl', 'govt', 'justifi', 'cost', 'repeal', 'weaken', 'climat', 'chang', 'regsharm', 'global', 'warm', 'caus', 'estim', 'time', 'lower', 'previou', 'feder', 'estim']",1
165,"['grow', 'use', 'shit', 'us', 'ice', 'age', 'wa', 'come', 'go', 'die', 'flame', 'global', 'warm', 'sadli', 'didnt', 'happen', 'renam', 'climat', 'chang', 'great', 'becaus', 'wont', 'keep', 'chang', 'itclim']",1
166,"['deep', 'indian', 'ocean', 'temperatur', 'data', 'show', 'warm', 'deeper', 'layer', 'addit', 'exist', 'concern', 'surfac', 'warm', 'pave', 'way', 'visibl', 'chang', 'monsoon', 'pattern', 'climat', 'anomali', 'global', 'scalevisualpersist']",1
167,"['ha', 'rain', 'sinc', 'morn', 'dehradun', 'give', 'pleasant', 'relief', 'rain', 'stop', 'heat', 'humid', 'start', 'decad', 'ago', 'even', 'fan', 'never', 'requir', 'today', 'live', 'without', 'ac', 'effect', 'climat', 'chang', 'globalwarm']",1
168,"['deep', 'indian', 'ocean', 'temperatur', 'data', 'show', 'warm', 'deeper', 'layer', 'addit', 'exist', 'concern', 'surfac', 'warm', 'pave', 'way', 'visibl', 'chang', 'monsoon', 'pattern', 'climat', 'anomali', 'global', 'scale']",1
169,"['thi', 'hype', 'global', 'warm', 'even', 'realread', 'climat', 'chang', 'link', 'bio', 'climatechang', 'environ', 'natur', 'globalwarm', 'sustain', 'savetheplanet', 'climat']",1
170,"['thing', 'equal', 'ie', 'chang', 'climat', 'chang', 'polici', 'physic', 'risk', 'would', 'greatli', 'increas', 'global', 'emiss', 'keep', 'rise', 'lead', 'c', 'warm', 'wipe', 'gdp', 'physic', 'risksclim', 'relat', 'conflict', 'migrat', 'extrem', 'weather']",1
171,"['scienc', 'th', 'hour', 'earth', 'climat', 'chang', 'climatechang', 'global', 'warm']",1
172,"['reuter', 'urg', 'govt', 'offici', 'pass', 'legisl', 'curb', 'global', 'warm', 'climat', 'chang', 'whi', 'adopt', 'healthi', 'vegan', 'diet', 'drastic', 'impactclim', 'southpol', 'diet', 'itsthediet', 'govegan', 'vegan', 'sharetheplanet']",1
173,"['newsweek', 'climat', 'climatechang', 'globalwarm', 'peopl', 'realli', 'believ', 'rightw', 'govt', 'offici', 'us', 'russia', 'brazil', 'turkey', 'philippin', 'elsewher', 'outlaw', 'word', 'global', 'warm', 'climat', 'chang', 'would', 'make', 'soreal']",1
174,"['three', 'fossil', 'fuel', 'entiti', 'violat', 'minnesota', 'consum', 'fraud', 'act', 'issu', 'mislead', 'statement', 'global', 'warm', 'engag', 'year', 'campaign', 'climat', 'chang', 'decept', 'lawsuit', 'file', 'wednesday', 'state', 'attorney', 'gener', 'claim']",1
175,"['book', 'must', 'read', 'book', 'climat', 'global', 'warmingalarmist', 'skeptic', 'denier', 'geoscientist', 'look', 'scienc', 'climat', 'chang', 'climat', 'climateact', 'climateactionnow', 'climateemerg', 'climatechang']",1
176,"['new', 'research', 'scientist', 'univers', 'regina', 'institut', 'environment', 'chang', 'societi', 'show', 'global', 'warm', 'increas', 'level', 'toxic', 'alga', 'detriment', 'human', 'health', 'climat']",1
177,"['new', 'articl', 'solar', 'geoengin', 'could', 'caus', 'unwant', 'chang', 'climat', 'new', 'model', 'suggest', 'physic', 'world', 'bid', 'mitig', 'global', 'warm', 'could', 'stagnat', 'weat', 'climat', 'physic']",1
178,"['nearli', 'half', 'american', 'affect', 'climat', 'chang', 'accord', 'yale', 'american', 'also', 'believ', 'global', 'warm', 'onli', 'affect', 'plant', 'anim', 'thi', 'true', 'climat', 'chang', 'major', 'threat', 'mankind', 'must', 'fight', 'reduc', 'reus', 'reus', 'climat']",1
179,"['tomorrow', 'worldrefugeeday', 'without', 'climateact', 'billion', 'may', 'live', 'intoler', 'heat', 'result', 'climat', 'migrationclim', 'chang', 'explor', 'boost', 'resili', 'global', 'warmingweworldonlu', 'unibomagazin']",1
180,"['today', 'meteorologist', 'around', 'world', 'unit', 'rais', 'awar', 'planet', 'ever', 'warm', 'climat', 'stripe', 'shown', 'depict', 'global', 'temperatur', 'chang', 'year', 'showyourstrip', 'metsunit']",1
181,"['go', 'live', 'climat', 'chang', 'webinarmeet', 'intern', 'organ', 'webinar', 'climat', 'chang', 'global', 'warm', 'host', 'decemb', 'gm']",1
182,"['climat', 'chang', 'global', 'warm', 'issu', 'enemi', 'cant', 'stop']",1
183,"['due', 'global', 'warm', 'potenti', 'releas', 'methan', 'methan', 'clathrat', 'compound', 'buri', 'seafloor', 'atmospher', 'may', 'caus', 'runaway', 'greenhous', 'effect', 'tip', 'point', 'climat', 'chang', 'make', 'differ', 'ec', 'renewableenergi']",1
184,"['human', 'total', 'failur', 'fight', 'global', 'warm', 'cave', 'big', 'oil', 'sinc', 'first', 'ipcc', 'repoto', 'fight', 'climat', 'chang', 'global', 'emiss', 'c', 'energi', 'industri', 'risen', 'pump', 'anoth', 'billion', 'tonn', 'c', 'atmospher']",1
185,"['atomalti', 'cathmckenna', 'gmbutt', 'justintrudeau', 'cbcnew', 'good', 'question', 'money', 'climat', 'chang', 'global', 'warm']",1
186,"['societi', 'thrive', 'must', 'save', 'protect', 'environ', 'plant', 'tree', 'one', 'mani', 'environment', 'issu', 'affect', 'countri', 'major', 'environment', 'problem', 'overpopulationdeforestationclim', 'changeglob', 'warm']",1
187,"['crop', 'life', 'intern', 'gt', 'climat', 'chang', 'power', 'global', 'pestsjun', 'climatechang', 'agrobiodivers', 'plantbreed', 'plantpatholog', 'ipm', 'climat', 'warm', 'biotechnolog', 'food', 'foodsecur', 'agricultur', 'iyph', 'genet']",1
188,"['interact', 'onlin', 'platform', 'design', 'help', 'polici', 'maker', 'busi', 'understand', 'climat', 'scenario', 'better', 'assess', 'threat', 'global', 'warm', 'weblink', 'sens', 'platform', 'climat', 'chang', 'environ', 'awar', 'worldenvironmentday']",1
189,"['opportun', 'decarbon', 'perhap', 'postpandem', 'economi', 'serv', 'us', 'better', 'ctvnew', 'climat', 'chang', 'economi', 'global', 'warm']",1
190,"['year', 'crucial', 'global', 'warm', 'climat', 'chang', 'research', 'lockdown', 'serv', 'new', 'excit', 'dataman', 'vs', 'natur']",1
191,"['opinion', 'complex', 'climat', 'chang', 'negoti', 'includ', 'countri', 'peopl', 'affect', 'global', 'warm', 'done', 'onlin', 'write', 'unueh', 'scientist', 'soekreft', 'cop', 'covid']",1
192,"['still', 'havent', 'hit', 'deg', 'mark', 'world', 'face', 'frequent', 'weather', 'amp', 'climat', 'extrem', 'shown', 'long', 'term', 'global', 'temp', 'chang', 'imper', 'limit', 'warm', 'climatecrisi', 'climateact', 'climatechang']",1
193,"['new', 'research', 'yaleclimatecomm', 'climat', 'chang', 'amp', 'american', 'mind', 'american', 'feel', 'person', 'sens', 'respons', 'help', 'reduc', 'global', 'warm', 'perceiv', 'norm', 'friend', 'amp', 'famili', 'expect', 'take', 'action', 'climat']",1
194,"['new', 'podcast', 'paid', 'million', 'dollar', 'spreaker', 'chang', 'climat', 'climatechang', 'cool', 'earth', 'global', 'realiti', 'scienc', 'sunspot', 'theori', 'warm']",1
195,"['could', 'coronaviru', 'chang', 'tackl', 'climat', 'crisi', 'global', 'warm', 'coronaviru', 'chang', 'climat', 'coronaviru', 'crisi', 'global', 'tackl', 'warm']",1
196,"['new', 'york', 'time', 'american', 'posit', 'climat', 'chang', 'remain', 'larg', 'unshaken', 'coronaviru', 'pandem', 'econom', 'crisi', 'accord', 'new', 'nation', 'survey', 'show', 'accept', 'realiti', 'global', 'warm', 'record', 'high']",1
197,"['promot', 'redbubbleredbubbl', 'logo', 'redbubbl', 'findyourth', 'heatwav', 'climatechang', 'planetearth', 'globalwarm', 'savetheplanet', 'fantasyillustr', 'decor', 'apparel', 'atweet', 'via']",1
198,"['american', 'posit', 'climat', 'chang', 'remain', 'larg', 'unshaken', 'coronaviru', 'pandem', 'econom', 'crisi', 'accord', 'new', 'nation', 'survey', 'show', 'accept', 'realiti', 'global', 'warm', 'record', 'high', 'nytim']",1
199,"['limit', 'global', 'warm', 'c', 'would', 'reduc', 'odd', 'initi', 'danger', 'irrevers', 'effect', 'climat', 'changea', 'path', 'ensur', 'possibl', 'easi']",1
200,"['studi', 'ha', 'found', 'much', 'like', 'human', 'insect', 'chang', 'diet', 'tri', 'new', 'thing', 'depend', 'discoveri', 'could', 'seriou', 'impact', 'crop', 'global', 'warm', 'caus', 'insect', 'colonis', 'new', 'region', 'climat']",1
201,"['whosearo', 'uninbangladesh', 'icddrb', 'whothailand', 'whosrilanka', 'whotimorlest', 'whomald', 'whoindonesia', 'amidst', 'issu', 'planet', 'deal', 'name', 'climat', 'chang', 'global', 'warm', 'coronaviru', 'outbreak', 'ha', 'proven', 'one', 'toughest', 'challeng', 'humankind', 'expert', 'interlink', 'spike', 'number', 'infect', 'climat', 'chang', 'treenvest']",1
202,"['environ', 'crossroad', 'challeng', 'green', 'solutionsthi', 'book', 'deal', 'variou', 'environment', 'problem', 'like', 'climat', 'chang', 'global', 'warm', 'etcfor', 'visit', 'order', 'environ', 'natur', 'sustain', 'climat']",1
203,"['latest', 'research', 'could', 'reduc', 'climat', 'chang', 'risk', 'share', 'innov', 'idea', 'protect', 'environ', 'global', 'warm', 'congress', 'environment', 'scienc', 'health', 'pollut', 'climat', 'crisi', 'meet', 'toxicolog']",1
204,"['veri', 'societi', 'need', 'fundament', 'new', 'approach', 'mitig', 'againest', 'global', 'warm', 'power', 'govern', 'system', 'take', 'posit', 'decis', 'adapt', 'climat', 'changeclimatogist', 'abdikarim', 'hassan', 'climat', 'chang', 'environment', 'sustainb']",1
205,"['iamshaunbailey', 'adam', 'go', 'pump', 'speech', 'global', 'warm', 'climat', 'chang']",0
206,"['becaus', 'uk', 'covid', 'model', 'might', 'arriv', 'high', 'numberprofessor', 'michael', 'mann', 'hockey', 'stick', 'model', 'wa', 'use', 'ipcc', 'mass', 'media', 'politician', 'push', 'manmad', 'global', 'warm', 'call', 'climat', 'chang', 'hysteria', 'past', 'two', 'decad', 'climat']",-1
207,"['world', 'best', 'serv', 'transform', 'onli', 'stabe', 'sensibl', 'mind', 'attitud', 'choicesenviron', 'green', 'carbon', 'footprint', 'global', 'warm', 'climat', 'chang', 'refus', 'recycl']",1
208,"['govern', 'must', 'priorit', 'fight', 'global', 'warm', 'stimulu', 'packag', 'aim', 'allevi', 'coronaviru', 'crisi', 'becaus', 'climat', 'chang', 'may', 'caus', 'much', 'greater', 'chao', 'futur', 'say', 'engi', 'ceo', 'via', 'businesscovid', 'climat']",1
209,"['think', 'corona', 'take', 'care', 'global', 'warm', 'climat', 'chang', 'local', 'advoc', 'brake', 'global', 'workflow', 'labour', 'flow', 'good', 'servic', 'flow', 'produc', 'local', 'consum', 'local', 'mantra', 'given', 'pm', 'modi']",0
210,"['thi', 'carbonbrief', 'octob', 'explain', 'whi', 'ipcc', 'intergovernment', 'panel', 'climat', 'chang', 'wa', 'ask', 'produc', 'repofocus', 'c', 'global', 'warm', 'reposay', 'repoha', 'receivedsci', 'polici']",0
211,"['much', 'love', 'singapor', 'also', 'wide', 'known', 'clean', 'green', 'citi', 'usag', 'singleus', 'plastic', 'distressingli', 'rifereus', 'recycl', 'refus', 'environ', 'wast', 'food', 'eco', 'shop', 'carbon', 'footprint', 'global', 'warm', 'climat', 'chang']",1
212,"['treenvest', 'natur', 'environ', 'tree', 'natur', 'ecosystem', 'water', 'earth', 'conserv', 'adapt', 'climat', 'chang', 'global', 'warm', 'climatechang', 'globalwarm', 'destruct', 'planet', 'resourc', 'naturalresourc', 'speci', 'extinct', 'conserv', 'anim', 'bird', 'habitat', 'habitat']",1
213,"['differ', 'global', 'warm', 'climat', 'chang', 'idiot', 'globalwarm', 'climat']",-1
214,"['adamskipet', 'lamphieryeg', 'global', 'warm', 'realiti', 'hoax', 'thought', 'carbontax', 'chang', 'weather', 'climat', 'scienc']",1
215,"['fact', 'biggest', 'global', 'econom', 'contract', 'sinc', 'great', 'depress', 'make', 'dent', 'futur', 'warm', 'sober', 'highlight', 'fact', 'need', 'chang', 'way', 'build', 'human', 'prosperitycoclimatecrisi', 'climat']",1
216,"['ye', 'green', 'energi', 'perfect', 'bio', 'wood', 'new', 'coal', 'overal', 'green', 'energi', 'much', 'cleaner', 'form', 'energi', 'dirti', 'fossil', 'fuel', 'onli', 'chanc', 'avoid', 'utter', 'devast', 'runaway', 'global', 'warm', 'climat', 'chang', 'moor', 'mmflint', 'ha', 'let', 'world']",1
217,"['world', 'take', 'warn', 'pandem', 'seriou', 'arriv', 'still', 'world', 'doe', 'take', 'warn', 'climat', 'chang', 'diaster', 'seriou', 'despit', 'forc', 'global', 'warm', 'unleash', 'like', 'pandem', 'one', 'day', 'awak', 'experi', 'world', 'hostil', 'life']",1
218,"['underr', 'climat', 'chang', 'donor', 'actual', 'gener', 'jeff', 'bezo', 'sissicaoclimatechang', 'globalwarm', 'thesolarrevolut', 'climat', 'freshair', 'planet', 'chang', 'earth', 'changeclim', 'global', 'warm']",1
219,"['climat', 'chang', 'global', 'warm', 'adelaid', 'record', 'wettest', 'april', 'year', 'rain', 'strong', 'wind', 'lash', 'sa']",0
220,"['hottest', 'year', 'recordlockdown', 'lower', 'emiss', 'longerterm', 'chang', 'neededperspect', 'coronaviru', 'reduc', 'global', 'emiss', 'need', 'reduc', 'emiss', 'everi', 'year', 'decad', 'limit', 'warm', 'c', 'climat']",1
221,"['choic', 'come', 'thi', 'ground', 'reform', 'global', 'devast', 'continu', 'plunder', 'thi', 'planet', 'make', 'way', 'reform', 'warm', 'environ', 'chang', 'climat']",1
222,"['area', 'outbreak', 'may', 'take', 'aggress', 'action', 'reduc', 'pollut', 'exampl', 'close', 'pollut', 'plant', 'immedi', 'also', 'sake', 'global', 'warmingrememb', 'health', 'environ', 'climat', 'chang', 'earth', 'pandem']",1
223,"['energi', 'clariti', 'energi', 'sustain', 'fossil', 'fuel', 'fuel', 'coal', 'oil', 'ga', 'frack', 'nuclear', 'global', 'warm', 'climat', 'chang', 'environ', 'renew', 'moral', 'good', 'freedom', 'objectiv']",1
224,"['climat', 'artpow', 'climat', 'chang', 'photo', 'reveal', 'devast', 'impact', 'global', 'warm', 'around', 'world', 'via', 'app', 'agora', 'finalist', 'climatechang', 'competitionearthday']",1
225,"['earth', 'day', 'tomorrow', 'read', 'blog', 'let', 'work', 'togeth', 'stop', 'climat', 'chang', 'climat', 'chang', 'global', 'warm', 'earth', 'day']",1
226,"['freedom', 'compet', 'energi', 'favorit', 'govern', 'oil', 'ga', 'coal', 'nuclear', 'fossil', 'fuel', 'carbon', 'emmiss', 'environ', 'global', 'warm', 'climat', 'chang', 'human', 'flourish', 'movement']",1
227,"['parch', 'west', 'head', 'global', 'warmingfuel', 'megadrought', 'could', 'last', 'centuri', 'climat', 'becaus', 'anti', 'nuclear', 'foe', 'troll', 'promot', 'coal', 'oil', 'decad', 'ye', 'need', 'chang', 'thorium', 'nuclearenergi']",1
228,"['melt', 'glacier', 'reveal', 'evid', 'veri', 'warm', 'mediev', 'warm', 'period', 'global', 'warm', 'polici', 'forum', 'gwpf', 'drtimbal', 'climat', 'chang', 'biggest', 'decept', 'historybreak', 'drtim', 'ball', 'win', 'dr', 'michael', 'mann', 'lawsuit']",0
229,"['coronaviru', 'cure', 'wors', 'problem', 'donald', 'trumpread', 'alarmist', 'carbon', 'chang', 'chemtrail', 'climat', 'co', 'coronaviru', 'dioxid', 'geoengin', 'global', 'leftist', 'warm']",-1
230,"['think', 'gtgtgt', 'global', 'warm', 'conveni', 'truth', 'fals', 'polar', 'vortex', 'amp', 'biblic', 'propheci', 'climat', 'chang', 'see', 'postul', 'princ', 'handley', 'decid', 'hint', 'whi', 'need', 'worri']",1
231,"['keep', 'global', 'warm', 'c', 'flatten', 'curv', 'climat', 'chang', 'risk', 'biodivers', 'doe', 'thi', 'massiv', 'reduc', 'number', 'speci', 'risk', 'buy', 'time', 'speci', 'ecosystem', 'adapt', 'chang', 'climat', 'via', 'tcafrica']",1
232,"['four', 'horsemen', 'environment', 'apocalyps', 'via', 'delltwyla', 'global', 'warm', 'climat', 'chang', 'earth', 'day']",1
233,"['mother', 'earth', 'reboot', 'learn', 'lesson', 'climat', 'chang', 'global', 'warm']",1
234,"['coronaviru', 'vaccin', 'test', 'start', 'todayread', 'alarmist', 'carbon', 'chang', 'chemtrail', 'climat', 'co', 'coronaviru', 'dioxid', 'geoengin', 'global', 'leftist', 'warm']",-1
235,"['get', 'coronaviru', 'vaccin', 'trainal', 'aboard', 'yiiiiiih', 'alarmist', 'carbon', 'chang', 'chemtrail', 'climat', 'co', 'coronaviru', 'dioxid', 'geoengin', 'global', 'leftist', 'warm']",-1
236,"['scienc', 'th', 'hour', 'earth', 'climat', 'chang', 'climatechang', 'global', 'warm', 'thethhour']",1
237,"['watch', 'american', 'presid', 'love', 'movi', 'annett', 'bene', 'rant', 'climat', 'chang', 'global', 'warm', 'fossil', 'fuel', 'movi', 'cant', 'make', 'thi', 'climat', 'climatechang', 'globalewarm', 'hollywood', 'climatescam']",1
238,"['environ', 'bird', 'global', 'warm', 'climat', 'chang']",1
239,"['regard', 'climat', 'chang', 'rememb', 'hi', 'attack', 'sander', 'call', 'ban', 'frack', 'co', 'emiss', 'biggest', 'contributor', 'global', 'warm', 'appar', 'oppos', 'put', 'signific', 'dent', 'ban', 'frack', 'fossil', 'fuel', 'industri']",1
240,"['climat', 'jc', 'project', 'chang', 'snow', 'water', 'equival', 'tibetan', 'plateau', 'global', 'warm', 'c', 'c']",0
241,"['india', 'coastal', 'women', 'long', 'dive', 'harvest', 'battl', 'globalwarm', 'driven', 'chang', 'keep', 'profess', 'aliv', 'l', 'womensright', 'climat']",1
